name;unique;total;ratio
Pricipal Victoria;32;39;0.8205128205128205
Cleric 3;32;42;0.7619047619047619
Spirit 2;31;32;0.96875
Mrs. Garrsion;31;37;0.8378378378378378
Duncan;31;36;0.8611111111111112
Singers (Widelife);31;53;0.5849056603773585
Guy Fieri;31;36;0.8611111111111112
Voice Notification;31;44;0.7045454545454546
Canadian Paparazzo;31;32;0.96875
Princess;31;50;0.62
Otis;31;37;0.8378378378378378
Mrs. Landis;31;35;0.8857142857142857
Astronaut 1;31;33;0.9393939393939394
Mrs. Tucker;31;36;0.8611111111111112
Kid;31;37;0.8378378378378378
Caller;31;37;0.8378378378378378
Blackjack Dealer;31;38;0.8157894736842105
Butt Out!;31;68;0.45588235294117646
Motel Clerk;31;35;0.8857142857142857
Lady Judge;31;36;0.8611111111111112
Uncle Budd;31;36;0.8611111111111112
Milly;31;46;0.6739130434782609
Jenkins;31;33;0.9393939393939394
Butt Out! Lady;31;33;0.9393939393939394
Representative;31;37;0.8378378378378378
Umpire 2;31;46;0.6739130434782609
Policeman 1;31;39;0.7948717948717948
Mr. Harris;31;35;0.8857142857142857
Fat Man;31;46;0.6739130434782609
Tape;30;37;0.8108108108108109
Zeus;30;41;0.7317073170731707
Minister of Sports;30;34;0.8823529411764706
Male Counselor;30;30;1.0
Worker 4;30;38;0.7894736842105263
Hotline Man;30;41;0.7317073170731707
Girls' Table;30;49;0.6122448979591837
Meat Loaf;30;38;0.7894736842105263
Man With No Limbs;30;36;0.8333333333333334
Board Rep 1;30;32;0.9375
Carrot Ass;30;44;0.6818181818181818
Protestor #3;30;32;0.9375
Female Detective;30;31;0.967741935483871
Boyfriend;30;35;0.8571428571428571
Charles Biggens;30;37;0.8108108108108109
M;30;39;0.7692307692307693
Otter 1;30;35;0.8571428571428571
Human Wendy;30;44;0.6818181818181818
A Man;30;32;0.9375
Head Waiter;30;33;0.9090909090909091
Coach 2;30;37;0.8108108108108109
Male Diner;30;33;0.9090909090909091
Cop 1;30;43;0.6976744186046512
Stu;30;36;0.8333333333333334
Barbrady Actor;30;36;0.8333333333333334
Laborer 2;30;45;0.6666666666666666
Mr. Jarvis;30;33;0.9090909090909091
Board Member;29;31;0.9354838709677419
Junjun;29;35;0.8285714285714286
Agent 7;29;32;0.90625
Worker 3;29;30;0.9666666666666667
Emo Boy 1;29;36;0.8055555555555556
Michael Jackson;29;53;0.5471698113207547
Caller 3;29;31;0.9354838709677419
Little Girl;29;34;0.8529411764705882
Fingerbang;29;142;0.20422535211267606
Obese Woman;29;43;0.6744186046511628
Marc;29;43;0.6744186046511628
Townsman 2;29;36;0.8055555555555556
Broderick;29;31;0.9354838709677419
Av 1;29;32;0.90625
HBC Reporter;29;33;0.8787878787878788
Priest 2;29;30;0.9666666666666667
Harold;29;36;0.8055555555555556
Transient Man 1;29;33;0.8787878787878788
Mr. Tucker;29;31;0.9354838709677419
Number 17;29;35;0.8285714285714286
Boy #2;29;36;0.8055555555555556
Cartman on Left;29;36;0.8055555555555556
Stinky;29;32;0.90625
Frankenstein Alien;29;37;0.7837837837837838
Terrance & Phillip;29;72;0.4027777777777778
Registrar;29;36;0.8055555555555556
Greeley Officer 3;29;35;0.8285714285714286
Chauffeur;29;37;0.7837837837837838
Black Official;29;32;0.90625
Editor;29;36;0.8055555555555556
Another Cardinal;29;32;0.90625
Chief Elder;29;32;0.90625
Man With Grey Hair;29;35;0.8285714285714286
Gang Members;29;41;0.7073170731707317
UAA Member 1;28;36;0.7777777777777778
Dylan;28;35;0.8
Refugee Man 4;28;30;0.9333333333333333
Derek;28;29;0.9655172413793104
Translator;28;31;0.9032258064516129
Slim Reporter;28;31;0.9032258064516129
Fat Girl;28;34;0.8235294117647058
A Girl;28;31;0.9032258064516129
Top Official 2;28;37;0.7567567567567568
Agent Marx;28;33;0.8484848484848485
Amir;28;33;0.8484848484848485
Jessie;28;31;0.9032258064516129
Female Agent;28;31;0.9032258064516129
REO Speedwagon;28;37;0.7567567567567568
Hancock;28;36;0.7777777777777778
Cardinal;28;29;0.9655172413793104
Tom Hanks;28;35;0.8
Skid Row;28;36;0.7777777777777778
O'Reilly;28;35;0.8
OC Member 3;28;30;0.9333333333333333
Bobby Flay;28;32;0.875
Elder Schwartz;28;50;0.56
Robber 2;28;31;0.9032258064516129
Rescuer 2;28;32;0.875
Senator;28;35;0.8
Jeff White;28;29;0.9655172413793104
Black Plumber;28;31;0.9032258064516129
Vanessa;28;41;0.6829268292682927
Agent Sharp;28;31;0.9032258064516129
Broker;28;37;0.7567567567567568
FC Announcer;28;35;0.8
Flight attendant;28;33;0.8484848484848485
Tom Johansen;28;32;0.875
Flannagan;27;32;0.84375
Scoutmaster 2;27;35;0.7714285714285715
Willy;27;29;0.9310344827586207
Glinda;27;28;0.9642857142857143
Jacqueline;27;28;0.9642857142857143
Crewman 3;27;29;0.9310344827586207
Suzette;27;32;0.84375
Radio Talk Show Host;27;30;0.9
Louse 7;27;30;0.9
Caroline;27;32;0.84375
Installer;27;37;0.7297297297297297
Recruiter;27;29;0.9310344827586207
Senator 3;27;36;0.75
Townsman 6;27;35;0.7714285714285715
Bum;27;35;0.7714285714285715
Line Ride Operator;27;31;0.8709677419354839
Hat McCollough;27;32;0.84375
AARP member;27;30;0.9
Transient Man 6;27;27;1.0
Jimmy Kimmel;27;30;0.9
Field Reporter 2;27;38;0.7105263157894737
BBC Anchor;27;30;0.9
Toss-A-Ball Operator;27;34;0.7941176470588235
Spy Angel;27;34;0.7941176470588235
Bill Clinton;27;28;0.9642857142857143
Stephen Stotch;27;37;0.7297297297297297
Sonny;27;29;0.9310344827586207
Patron 8;27;30;0.9
Miley Cyrus;27;50;0.54
Spiky Vampire;27;30;0.9
Jukebox;26;27;0.9629629629629629
Teen Girl 2;26;33;0.7878787878787878
Female Agent 2;26;30;0.8666666666666667
Adolf;26;68;0.38235294117647056
Patron;26;28;0.9285714285714286
Brad Paisley;26;28;0.9285714285714286
VJ;26;30;0.8666666666666667
Marsha;26;32;0.8125
Patrick Swayze;26;28;0.9285714285714286
Head Baker;26;30;0.8666666666666667
Hippie 3;26;26;1.0
Subway Rep 2;26;28;0.9285714285714286
Mr. Valmer;26;28;0.9285714285714286
HC Driver 6;26;32;0.8125
Eric;26;29;0.896551724137931
Treasurer 3;26;33;0.7878787878787878
Figure 1;26;29;0.896551724137931
Paparazzo 9;26;28;0.9285714285714286
John Elway;26;31;0.8387096774193549
Senator 1;26;30;0.8666666666666667
Angel 5;26;32;0.8125
Frank Sinatra;26;28;0.9285714285714286
Frances;26;29;0.896551724137931
PA System;26;26;1.0
Ed;26;27;0.9629629629629629
Rudy;26;30;0.8666666666666667
Dental Floss;26;33;0.7878787878787878
Adults;26;42;0.6190476190476191
Arab;26;26;1.0
Cheesy Poofs Commercial;26;35;0.7428571428571429
Talk Show Host;26;31;0.8387096774193549
Canyoner;26;34;0.7647058823529411
Refugee Man 2;26;31;0.8387096774193549
Transient Man 4;26;30;0.8666666666666667
Tyler;26;28;0.9285714285714286
Alias 1;26;34;0.7647058823529411
Isiah;26;31;0.8387096774193549
Joe Jonas;26;33;0.7878787878787878
Lars;26;28;0.9285714285714286
White Chef;26;27;0.9629629629629629
TV Newscaster;26;28;0.9285714285714286
Princesses;26;27;0.9629629629629629
Short Man;26;34;0.7647058823529411
Henrietta's Mom;26;27;0.9629629629629629
Jamie;26;34;0.7647058823529411
Kenny G.;26;27;0.9629629629629629
Hatoyama;26;30;0.8666666666666667
Bar Patron 1;26;29;0.896551724137931
Another Ambassador;26;28;0.9285714285714286
CEO;26;28;0.9285714285714286
Twirler 2;25;30;0.8333333333333334
Girl 3;25;30;0.8333333333333334
The Girls;25;32;0.78125
Señor Lopez;25;30;0.8333333333333334
Taylor;25;29;0.8620689655172413
Campers;25;36;0.6944444444444444
Left;25;49;0.5102040816326531
Francis;25;25;1.0
Rabbi 5;25;31;0.8064516129032258
Male Psychic 2;25;30;0.8333333333333334
Mr. Appleby;25;29;0.8620689655172413
Fat Boy;25;48;0.5208333333333334
DC Captain;25;39;0.6410256410256411
Board Rep 2;25;27;0.9259259259259259
Elton John;25;28;0.8928571428571429
Dispatcher 1;25;34;0.7352941176470589
Man in Vest;25;28;0.8928571428571429
Blond Trekker;25;26;0.9615384615384616
Woodland Critters;25;58;0.43103448275862066
Jada Pinkett Smith;25;27;0.9259259259259259
Girl in Puppy T-shirt;25;28;0.8928571428571429
Mr. Hart;25;27;0.9259259259259259
Big Man;25;29;0.8620689655172413
Best Buy Rep;25;27;0.9259259259259259
Denver Poll Worker;25;27;0.9259259259259259
Cee Lo Green;25;29;0.8620689655172413
French Canadians;25;60;0.4166666666666667
Wigger;25;31;0.8064516129032258
Boy #1*;25;32;0.78125
Beavery Beaver;25;25;1.0
Blonde PeTA Member 2;25;29;0.8620689655172413
John;25;28;0.8928571428571429
Officer 6;25;27;0.9259259259259259
Soldier 5;25;34;0.7352941176470589
Linda Black;25;26;0.9615384615384616
Paula Deen;25;29;0.8620689655172413
Police Officer 2;25;27;0.9259259259259259
Craig's father;24;25;0.96
Red-Haired Woman;24;30;0.8
Female Anchor;24;27;0.8888888888888888
Jerry;24;24;1.0
Drew;24;34;0.7058823529411765
The Males;24;51;0.47058823529411764
Female Host;24;28;0.8571428571428571
Alien 2;24;29;0.8275862068965517
Controller 2;24;29;0.8275862068965517
Front Desk Officer;24;63;0.38095238095238093
Polly Prissy Pants;24;44;0.5454545454545454
Amber;24;26;0.9230769230769231
Denver Pitcher;24;29;0.8275862068965517
Assemblyman 2;24;28;0.8571428571428571
Australia;24;28;0.8571428571428571
Hippie 1;24;28;0.8571428571428571
Indy;24;30;0.8
John Cena;24;28;0.8571428571428571
Factory workers;24;85;0.2823529411764706
Kansas;24;25;0.96
Bob Dole;24;32;0.75
Ed Sullivan;24;26;0.9230769230769231
Big Stan;24;48;0.5
Cowboy;24;35;0.6857142857142857
Cinderella;24;25;0.96
Protester;24;26;0.9230769230769231
Jai;24;25;0.96
Goodly;24;27;0.8888888888888888
Raisins Girl;24;29;0.8275862068965517
Redhead;24;25;0.96
Assemblywoman 1;24;25;0.96
Camp Soldier;24;27;0.8888888888888888
DP Executive 3;24;26;0.9230769230769231
Midnight Vampire;24;25;0.96
Large Woman;24;27;0.8888888888888888
R. West;24;28;0.8571428571428571
Chamber of Farts Operator;24;25;0.96
The Parents;24;29;0.8275862068965517
Judge 4;24;25;0.96
French Cardinal;24;27;0.8888888888888888
"Steve ""Last Call""";24;30;0.8
Elderly Man 2;24;26;0.9230769230769231
Alan;24;26;0.9230769230769231
Meredith;24;24;1.0
Crewman 2;24;28;0.8571428571428571
Expert 7;24;27;0.8888888888888888
ATF Leader;24;30;0.8
An officer;24;29;0.8275862068965517
Woodsy Owl;24;26;0.9230769230769231
Hobo;24;29;0.8275862068965517
Lion-head Alien;24;26;0.9230769230769231
Native American Chief;23;24;0.9583333333333334
Rich kid;23;27;0.8518518518518519
Member 5;23;26;0.8846153846153846
Dr Adams;23;25;0.92
Darth Chef;23;30;0.7666666666666667
Expert 10;23;25;0.92
Male 2;23;24;0.9583333333333334
Mrs. Polk;23;27;0.8518518518518519
Miner 2;23;25;0.92
Scout;23;24;0.9583333333333334
UAL 3;23;27;0.8518518518518519
Token's Mother;23;26;0.8846153846153846
Squirt 2;23;25;0.92
Baahir;23;30;0.7666666666666667
TCO Reporter;23;29;0.7931034482758621
Congressman 3;23;32;0.71875
Patrick;23;27;0.8518518518518519
Passenger 3;23;26;0.8846153846153846
Mrs. Hakeem;23;30;0.7666666666666667
Best Buy President;23;25;0.92
General Disarray;23;25;0.92
Pit Crewman;23;27;0.8518518518518519
Thad;23;43;0.5348837209302325
Mona;23;27;0.8518518518518519
Employee;23;27;0.8518518518518519
Mouse;23;23;1.0
Townsman 1;23;25;0.92
King Claudius;23;24;0.9583333333333334
Romanian official;23;34;0.6764705882352942
A caller;23;27;0.8518518518518519
Receptionist 2;23;23;1.0
Lead Vampire;23;26;0.8846153846153846
Astronaut 2;23;27;0.8518518518518519
Young Worker;23;23;1.0
Hippies;23;28;0.8214285714285714
Staffer 1;23;24;0.9583333333333334
Resident 2;23;27;0.8518518518518519
Cops;23;26;0.8846153846153846
Transient Man 3;23;25;0.92
Sound Engineer;23;29;0.7931034482758621
Mr. Casher;23;26;0.8846153846153846
The boys;23;31;0.7419354838709677
Robber 4;23;23;1.0
Afro Ninja;23;23;1.0
Bee Alien;23;34;0.6764705882352942
SWAT Officer 3;23;23;1.0
Mr. Tuong;23;38;0.6052631578947368
Mr. Pirrip;23;29;0.7931034482758621
Madame Foreperson;23;29;0.7931034482758621
Old Man 2;23;23;1.0
Ralph;22;34;0.6470588235294118
Jersey Man;22;27;0.8148148148148148
Gary Sr;22;23;0.9565217391304348
Shoe Salesman;22;24;0.9166666666666666
China;22;27;0.8148148148148148
Others;22;25;0.88
Eric Roberts (as Kevin!);22;23;0.9565217391304348
Kindergoth;22;24;0.9166666666666666
Exec. 3;22;23;0.9565217391304348
Congressman 1;22;25;0.88
Louse 9;22;25;0.88
Blonde PeTA Woman;22;31;0.7096774193548387
Schlomo;22;27;0.8148148148148148
Mrs. Harris;22;23;0.9565217391304348
Salon Girl;22;27;0.8148148148148148
Girl 2's Father;22;25;0.88
Teen Boy 2;22;23;0.9565217391304348
Lead Agent Collins;22;28;0.7857142857142857
Redneck 11;22;26;0.8461538461538461
Border Officer 1;22;24;0.9166666666666666
Border Officer 4;22;25;0.88
Angel;22;26;0.8461538461538461
Richie;22;22;1.0
Band Member 2;22;26;0.8461538461538461
Protesters;22;56;0.39285714285714285
Player 1;22;24;0.9166666666666666
George Burns;22;22;1.0
Vacationer 1;22;26;0.8461538461538461
Jeff Gordon;22;23;0.9565217391304348
Refugee Man 3;22;23;0.9565217391304348
Director 4;22;25;0.88
TV;22;24;0.9166666666666666
Sixth Grader;22;23;0.9565217391304348
Computer Voice;22;26;0.8461538461538461
Mamsie;22;25;0.88
Rabbi 3;22;23;0.9565217391304348
Spectator 2;22;24;0.9166666666666666
Cop 2;22;25;0.88
Pizza Hut Exec;22;23;0.9565217391304348
Mrs. Tenorman;22;24;0.9166666666666666
Bloodrayne;21;22;0.9545454545454546
Road Warrior Queef;21;27;0.7777777777777778
Dimitri;21;23;0.9130434782608695
Posse;21;33;0.6363636363636364
Bat dad;21;29;0.7241379310344828
Ms. Williams;21;23;0.9130434782608695
Mrs. Cartman;21;31;0.6774193548387096
Agent 5;21;27;0.7777777777777778
Fisherman;21;23;0.9130434782608695
Cowlick Vamp;21;21;1.0
Falcon;21;22;0.9545454545454546
Badger;21;22;0.9545454545454546
Advisor;21;27;0.7777777777777778
With boys;21;25;0.84
Pirate 2;21;23;0.9130434782608695
Robin Hood;21;22;0.9545454545454546
Elderly man;21;28;0.75
Leeroy;21;27;0.7777777777777778
Stage Hand;21;21;1.0
Rick James;21;25;0.84
Boat Ride Singers;21;35;0.6
Blond Girl;21;24;0.875
Benedict XVI;21;24;0.875
Lao Tse;21;21;1.0
Player 70;21;23;0.9130434782608695
The Dragon;21;46;0.45652173913043476
Sarah's Mom;21;24;0.875
Tough Boy 1;21;22;0.9545454545454546
Executive;21;21;1.0
Hitler;21;26;0.8076923076923077
Thompson;21;22;0.9545454545454546
Blond Russian;21;25;0.84
Clyde Frog;21;22;0.9545454545454546
Older Worker;21;22;0.9545454545454546
Foley;21;22;0.9545454545454546
Dennis;21;28;0.75
Weird Man;21;22;0.9545454545454546
Policeman Brown;21;24;0.875
Star Wars Kid;21;22;0.9545454545454546
Big Woman;21;23;0.9130434782608695
Burly man;21;25;0.84
Poor Mom;21;24;0.875
Schwarzenegger;21;22;0.9545454545454546
Walter;21;22;0.9545454545454546
Secret Service Leader;21;22;0.9545454545454546
Lady Protester;21;23;0.9130434782608695
Doctor 1;21;24;0.875
Crab Man 3;21;21;1.0
Jamie Oliver;20;28;0.7142857142857143
Worm;20;27;0.7407407407407407
The Situation;20;44;0.45454545454545453
Voguing Skier;20;20;1.0
Gene;20;24;0.8333333333333334
Peter Griffin;20;23;0.8695652173913043
Corporate Head;20;26;0.7692307692307693
Agent 8;20;21;0.9523809523809523
Man in Shorts;20;21;0.9523809523809523
Right Breast;20;21;0.9523809523809523
Moroccan Cardinal;20;23;0.8695652173913043
Barnaby Jones;20;22;0.9090909090909091
UAL 1;20;23;0.8695652173913043
Teen Boy 3;20;22;0.9090909090909091
Mrs. Hollis;20;22;0.9090909090909091
Right;20;39;0.5128205128205128
Shari;20;25;0.8
Protester 1;20;20;1.0
Mormon 6;20;23;0.8695652173913043
Staffer;20;24;0.8333333333333334
Boy 5;20;25;0.8
Lars Ulrich;20;21;0.9523809523809523
Male Louse;20;24;0.8333333333333334
Miss Aliton;20;25;0.8
Fan 1;20;20;1.0
Roadie;20;23;0.8695652173913043
Paul Allen;20;23;0.8695652173913043
the Gingers;20;23;0.8695652173913043
Danica Patrick;20;22;0.9090909090909091
Neely;20;23;0.8695652173913043
Robber 3;20;22;0.9090909090909091
Females;20;29;0.6896551724137931
DOI 3;20;26;0.7692307692307693
Lead Convict;20;20;1.0
Pink Monster;20;21;0.9523809523809523
TV Voice;20;28;0.7142857142857143
Jeff Arrando;20;21;0.9523809523809523
SS Agent;20;23;0.8695652173913043
Medicine Man;20;22;0.9090909090909091
Elderly Woman 1;20;32;0.625
FC Batter;20;22;0.9090909090909091
Ms. McCormick;20;29;0.6896551724137931
Robot;20;21;0.9523809523809523
British Delegate;20;22;0.9090909090909091
Shopper 7;19;26;0.7307692307692307
Lab Tech;19;22;0.8636363636363636
Jarvis;19;19;1.0
Mr. Black;19;19;1.0
Whistlin' Willy;19;21;0.9047619047619048
Man 15;19;21;0.9047619047619048
Bald Guy;19;22;0.8636363636363636
Fr. Maxi;19;27;0.7037037037037037
Russel Crowe;19;20;0.95
Buddy 2;19;21;0.9047619047619048
Delivery Man;19;36;0.5277777777777778
Cabbie;19;20;0.95
Ginger 2;19;20;0.95
Tupac's Hologram;19;21;0.9047619047619048
Old Woman;19;20;0.95
Frat Boy 3;19;24;0.7916666666666666
New Kenny;19;24;0.7916666666666666
Crowd outside;19;35;0.5428571428571428
Anchorman 2;19;29;0.6551724137931034
Sixth Grader 4;19;19;1.0
Whoopi;19;24;0.7916666666666666
Tan Jovi;19;21;0.9047619047619048
Twirler 1;19;23;0.8260869565217391
Mr. Waters;19;24;0.7916666666666666
Geddy Lee;19;20;0.95
Local Announcer 1;19;19;1.0
Naked Man;19;29;0.6551724137931034
Nun;19;21;0.9047619047619048
Bar Patron 2;19;24;0.7916666666666666
Toby;19;21;0.9047619047619048
Transient Man 2;19;22;0.8636363636363636
A Cowboy;19;19;1.0
Guard 6;19;31;0.6129032258064516
Psycho Janus;19;22;0.8636363636363636
Greeley Officer 1;19;23;0.8260869565217391
Fat Cop;19;21;0.9047619047619048
Crewman 6;19;24;0.7916666666666666
Resident 9;19;20;0.95
Sinéad;19;25;0.76
Ted;19;19;1.0
Townswoman;19;21;0.9047619047619048
UAA 1;18;21;0.8571428571428571
Varashnu;18;18;1.0
Bald Convict;18;19;0.9473684210526315
Duncan Everton;18;20;0.9
The Wizard;18;38;0.47368421052631576
Big-Eared Boy;18;26;0.6923076923076923
Meredith Vieira;18;23;0.782608695652174
Jason Voorhees;18;19;0.9473684210526315
Subway Rep 3;18;19;0.9473684210526315
Rockety Rocket;18;24;0.75
Farmer 2;18;20;0.9
Cartman's Good Side;18;27;0.6666666666666666
Mormons;18;19;0.9473684210526315
Blood 4;18;18;1.0
Goat leader;18;18;1.0
James Taylor;18;21;0.8571428571428571
Barkley;18;20;0.9
Man 16;18;18;1.0
Hankey Elf;18;22;0.8181818181818182
A Teacher;18;19;0.9473684210526315
Tough Boy 2;18;20;0.9
Jim;18;20;0.9
Ghost;18;29;0.6206896551724138
Charlie Sheen;18;19;0.9473684210526315
Blond Knight;18;19;0.9473684210526315
Blond Agent;18;18;1.0
Resident 8;18;19;0.9473684210526315
Blaintologist;18;24;0.75
Ticket Teller;18;18;1.0
Soloist;18;25;0.72
Large woman;18;20;0.9
An Officer;18;20;0.9
Biker 10;18;20;0.9
Lumberjack;18;18;1.0
Expert 6;18;21;0.8571428571428571
Pat the Hammer;18;25;0.72
Annoucer;18;23;0.782608695652174
Patron 6;18;22;0.8181818181818182
Bill Gates;18;19;0.9473684210526315
Mr. Mathers;18;18;1.0
Gnome 5;18;19;0.9473684210526315
Driver 3;18;20;0.9
Lil Mr. Garrison;17;21;0.8095238095238095
Inductees;17;27;0.6296296296296297
Emcee;17;20;0.85
Left Breast;17;18;0.9444444444444444
Stab;17;17;1.0
Brunet Boy;17;19;0.8947368421052632
Steve Irwin;17;18;0.9444444444444444
Old Man;17;24;0.7083333333333334
Neo 2;17;20;0.85
A hippie;17;18;0.9444444444444444
Student 2;17;17;1.0
Matt Stone;17;18;0.9444444444444444
Teen boy;17;19;0.8947368421052632
Linda Stotch;17;17;1.0
David Lee Roth;17;18;0.9444444444444444
Elvis' Hologram;17;19;0.8947368421052632
Mr. Needlebaum;17;18;0.9444444444444444
Ginger Boy 2;17;22;0.7727272727272727
Hares;17;22;0.7727272727272727
An Anchorman;17;21;0.8095238095238095
Jinbo;17;19;0.8947368421052632
Pirate 1;17;17;1.0
Old-Timer;17;20;0.85
A bodyguard;17;19;0.8947368421052632
Mimi;17;22;0.7727272727272727
Butt Out! Man 1;17;20;0.85
Madman;17;19;0.8947368421052632
Emo Girl;17;21;0.8095238095238095
Sgt. Boll;17;19;0.8947368421052632
Trainee Barbrady;17;17;1.0
Gretchen;17;18;0.9444444444444444
Stranger;17;17;1.0
Strummer;17;27;0.6296296296296297
Kid's Mom;17;19;0.8947368421052632
Dr. Spookalot;17;26;0.6538461538461539
Inmate;17;18;0.9444444444444444
DP Executive 6;17;18;0.9444444444444444
Bill's hologram;17;27;0.6296296296296297
Supporters;17;45;0.37777777777777777
Kim;17;25;0.68
Pope Francis;17;18;0.9444444444444444
A Doctor;17;17;1.0
Official 3;17;20;0.85
Scary Assistant;17;20;0.85
O.J. Simpson;17;20;0.85
Director 7;17;19;0.8947368421052632
Caller 2;17;26;0.6538461538461539
Lead FBI agent;17;18;0.9444444444444444
Blond Member;17;18;0.9444444444444444
OC Members;17;43;0.3953488372093023
Ginger 3;17;22;0.7727272727272727
Expert 3;17;19;0.8947368421052632
Rancid;17;17;1.0
Mr. Stevens;17;17;1.0
Shlomo;17;19;0.8947368421052632
Postem;17;17;1.0
Lion 2;17;18;0.9444444444444444
Wonder Woman;16;17;0.9411764705882353
Redneck 8;16;17;0.9411764705882353
Scoutmaster 1;16;16;1.0
Man In Middle;16;17;0.9411764705882353
Goateed man;16;19;0.8421052631578947
Female CPS Agent;16;17;0.9411764705882353
Tech 1;16;28;0.5714285714285714
Nick Jabs;16;17;0.9411764705882353
Louse 13;16;19;0.8421052631578947
Laura Tucker;16;19;0.8421052631578947
Nurse Goodly;16;17;0.9411764705882353
Biker 13;16;16;1.0
Assemblyman 4;16;17;0.9411764705882353
Jill;16;16;1.0
Magician;16;17;0.9411764705882353
Customer 2;16;17;0.9411764705882353
Real Mackey;16;19;0.8421052631578947
Blonde Russian;16;21;0.7619047619047619
Resident 12;16;17;0.9411764705882353
Collector;16;19;0.8421052631578947
Members;16;25;0.64
Alex Spanos;16;16;1.0
A Congressman;16;17;0.9411764705882353
Muno;16;17;0.9411764705882353
Stripper;16;35;0.45714285714285713
Mrs. Brown;16;23;0.6956521739130435
Kenny G;16;17;0.9411764705882353
Biker 7;16;17;0.9411764705882353
War Protester;16;17;0.9411764705882353
Mr Mackey;16;24;0.6666666666666666
Disney Exec 1;16;17;0.9411764705882353
Female director;16;16;1.0
Sgt. Masters;16;17;0.9411764705882353
Police drone;16;17;0.9411764705882353
Canadian Man;16;20;0.8
McDaniels;16;18;0.8888888888888888
Judge 2;16;17;0.9411764705882353
Cop;16;16;1.0
Crip;16;16;1.0
Third Official;16;19;0.8421052631578947
Fleetwood Mac;16;16;1.0
Guard 8;16;20;0.8
Woodpeckery;16;16;1.0
Photo Seller;16;17;0.9411764705882353
Paparazzo 10;16;17;0.9411764705882353
Mother 2;16;18;0.8888888888888888
Trapper Keeper;16;34;0.47058823529411764
Centers;16;18;0.8888888888888888
Dreadlocked PeTA man;16;20;0.8
Michael Moore;16;20;0.8
Colleague 1;16;16;1.0
Red Cross Chick;16;17;0.9411764705882353
Blonde Mother;16;16;1.0
Dispatcher;16;16;1.0
Hall Monitor;16;18;0.8888888888888888
UAA 3;16;17;0.9411764705882353
Patty;16;20;0.8
Johnny;16;17;0.9411764705882353
Female passenger;15;15;1.0
Black Player;15;20;0.75
Redneck 5;15;18;0.8333333333333334
Pianist;15;17;0.8823529411764706
Tactical Officer;15;17;0.8823529411764706
Convict 2;15;15;1.0
David Carradine;15;16;0.9375
A singer;15;17;0.8823529411764706
Lambtor;15;18;0.8333333333333334
Sixth Grader 3;15;16;0.9375
Bertha;15;16;0.9375
Chris Crocker;15;29;0.5172413793103449
Alone;15;16;0.9375
Elder 3;15;15;1.0
Queen Spider;15;16;0.9375
Ma'am;15;17;0.8823529411764706
Selena Gomez;15;15;1.0
Mitch Harris;15;16;0.9375
Paris Hilton;15;16;0.9375
Cher;15;16;0.9375
Jared Fogle;15;16;0.9375
Creature from the Black Lagoon;15;15;1.0
UAL Aide;15;16;0.9375
Electronic Head;15;23;0.6521739130434783
Soldier 6;15;15;1.0
Tough Guy 2;15;26;0.5769230769230769
Mormon 4;15;16;0.9375
Soldiers;15;23;0.6521739130434783
Disney Exec 2;15;15;1.0
Shoppers;15;27;0.5555555555555556
Trinity;15;20;0.75
Supporter 5;15;15;1.0
Lesbian 6;15;16;0.9375
Germany;15;17;0.8823529411764706
Musician 2;15;29;0.5172413793103449
Diner 2;15;15;1.0
France;15;16;0.9375
Eric Roberts;15;17;0.8823529411764706
Purity Boy 2;15;20;0.75
Penis;15;16;0.9375
Associate;15;16;0.9375
Deputy 1;15;15;1.0
Chief Running Pinto (Tommy Chong in his stoner voice);15;17;0.8823529411764706
Programmer 2;15;16;0.9375
Ed McMahon;15;15;1.0
Controller 1;15;18;0.8333333333333334
Boy #1;15;18;0.8333333333333334
MJ's Hologram;15;15;1.0
Kitty;15;39;0.38461538461538464
Craig's Father;15;16;0.9375
Scouts;15;20;0.75
Michael Taylor;15;17;0.8823529411764706
Bookie;15;18;0.8333333333333334
Protester 3;15;17;0.8823529411764706
Elderly Man 1;15;18;0.8333333333333334
Spectator 1;15;20;0.75
Father Barnes;15;18;0.8333333333333334
Officer 8;15;18;0.8333333333333334
TV Crew Director;15;18;0.8333333333333334
Kris;15;16;0.9375
Groundskeeper;15;18;0.8333333333333334
Tiger Woods;15;16;0.9375
Mob;15;26;0.5769230769230769
Miss Travis;15;16;0.9375
Cleric 2;15;18;0.8333333333333334
;14;14;1.0
Cruise Attendant;14;15;0.9333333333333333
Diner 1;14;15;0.9333333333333333
Televangelist;14;17;0.8235294117647058
Steve Nelson;14;14;1.0
New Teacher;14;14;1.0
Yolanda;14;17;0.8235294117647058
Researcher 2;14;14;1.0
Woman 5;14;20;0.7
Press Coordinator;14;14;1.0
Vivian;14;15;0.9333333333333333
Athlete;14;14;1.0
Followers;14;14;1.0
Brandy's Mom;14;16;0.875
ISIS Spokesman;14;14;1.0
Number 24;14;17;0.8235294117647058
Pirate 6;14;16;0.875
Rabbi 4;14;16;0.875
Tank Driver;14;14;1.0
James Hetfield;14;14;1.0
Damla;14;17;0.8235294117647058
Confederate 2;14;14;1.0
Dora;14;16;0.875
Blond man;14;16;0.875
Director 6;14;15;0.9333333333333333
Stan Marsh;14;14;1.0
Paparazzo 8;14;14;1.0
Boy Announcer;14;18;0.7777777777777778
Indian 1;14;16;0.875
